,Name,Taste,Type,Function,Effect
191,厚朴,苦、辛、温,脾、胃、大肠,下气、燥湿、消痰,脘腹痞满胀痛、不消、呕吐、泻痢、痰饮、咳喘
192,大腹皮,辛、微温,脾、胃大肠、小肠,下气、利水、消肿,气滞、脘腹、大便、水肿、脚气、小便、不利
193,山楂,酸、甘、微温,脾、胃、肝,消食、行气、散瘀,积滞、胀满、泻痢、腹痛、瘀血、经闭、产后、心腹、刺痛、胸痹、心痛、疝气、疼痛
194,神曲,辛、甘、温,脾、胃,健脾、和胃、消食,脘腹、胀满、泄泻、痢疾
195,麦芽,甘、平,脾、胃,消食、和中,食积、不消、腹胀、呕吐、泄泻
196,谷芽,甘、微温,脾、胃,消食、和中、健脾,脾虚、腹胀、泄泻、食欲不振
197,莱菔子,辛、甘、平,脾、胃、肺,消食、化痰,食积、气滞、脘腹、胀痛、泻痢、便秘、咳喘
198,鸡内金,甘、平,脾、胃、膀胱,健脾、消食、涩精,食积、不消、脘腹、胀满、呕吐、泻痢、小儿、疳积、遗精、遗尿、胆道及尿路结石
199,阿魏,苦、辛、温,脾、胃、肝,消积、杀虫,积滞、小儿、疳积、虫积、腹痛
200,使君子,甘、温,脾、胃,消积、健脾,病、虫积、腹痛、小儿、疳积
201,苦楝皮,苦、寒；有毒,肝、脾、胃,杀虫、清热、燥湿,病、病
202,槟榔,辛、苦、温,胃、大肠,杀虫、消积、行气、利水,绦虫病、病、虫积、腹痛、积滞、泻痢、水肿、脚气、疟疾
203,南瓜子,甘、平,胃、大肠,,绦虫病、病
204,鹤草芽,苦、涩、凉,大肠,杀虫,绦虫病、阴道滴虫病
205,雷丸,苦、寒,胃、大肠,杀虫,绦虫病、病
206,鹤虱,苦、辛、平；有小毒,脾、胃,杀虫,绦虫等多种肠道寄生虫病
207,榧子,甘、平,肺、胃、大肠,杀虫、消积、润燥,病
208,芜荑,辛、苦、温,脾、胃,杀虫,病、绦虫病、小儿疳积；疥癣、恶疮
209,贯众,苦、微寒；有小毒,肝、胃,杀虫、清热、解毒、止血,血热
210,小蓟,甘、凉,心、肝,凉血、止血、散瘀,血热、衄血、咯血、吐血、尿血、血淋、便血、崩漏、下血、外伤、出血
211,大蓟,甘、苦、凉,心、肝,凉血、止血、散瘀、消痈,血热、吐血、衄血、尿血、便血、崩漏、下血、外伤、出血、痈肿、疮毒
212,地榆,苦、酸、微寒,肝、大肠,凉血、止血、解毒、敛疮,便血、痔血、血痢、崩漏、吐血、衄血、烫伤、湿疹、痈肿、疮毒
213,槐花,苦、微寒,肝、大肠,凉血、止血、清肝,肠风、便血、痔血、血痢、崩漏、吐血、衄血、目赤、头痛、眩晕
214,侧柏叶,苦、涩、寒,肺、肝、大肠,凉血、止血、祛痰、止咳,血热、吐血、衄血、咯血、尿血、便血、血痢、崩漏、下血、肺热、咳喘
215,白茅根,甘、寒,肺、胃、膀胱,凉血、止血、清热、利尿,血热、吐血、衄血、咯血、尿血、湿热、黄疸、热淋、水肿、小便、不利
216,苎麻根,甘、寒,心、肝,凉血、止血、清热、安胎、利尿,吐血、衄血、尿血、崩漏、胎动、不安
217,羊蹄,苦、寒,心、肝、大肠,凉血、止血、清热、除湿、通便、解毒、杀虫,吐血、衄血、便血、痔血、崩漏、血小板减少性、黄疸、痢疾
218,鸡冠花,甘、涩、凉,肝、大肠,凉血、止血、止带,崩漏、吐血、衄血、咳血、便血、痔血、带下、赤白、久痢
219,三七,甘、微苦、温,肝、胃,化瘀、止血、活血,出血症、咯血、吐血、衄血、便血、崩漏、外伤、出血、刺痛、肿痛、痈疽、肿痛
220,茜草,苦、寒,心、肝,凉血、止血、祛瘀、通经,血热、吐血、衄血、尿血、便血、崩漏、下血、外伤、出血、经闭、痹痛、跌仆、肿痛
221,蒲黄,甘、平,肝、心包,凉血、止血、化瘀、通淋,吐血、衄血、咯血、尿血、崩漏、外伤、出血、经闭、通经、脘腹、刺痛、跌仆、肿痛、血淋、涩痛
222,花蕊石,酸、涩、平,肝,止血、化瘀,瘀血、阻滞、咯血、吐血、衄血、崩漏、外伤、出血、跌仆、伤痛
223,卷柏,甘、平,肝,活血、祛瘀、止血,经闭、癥瘕、跌打、损伤、吐血、衄血、便血、痔血、尿血、崩漏及
224,花蕊石,酸、涩、平,肝,止血、化瘀,瘀血、阻滞、咯血、吐血、衄血、崩漏、外伤、出血、跌仆、伤痛
225,莲房,苦、涩、温,肝,止血、消瘀,崩漏、月经、便血、尿血、血淋、瘀血、腹痛
226,白芨,苦、甘、涩、微寒,肺、肝、胃,收敛、止血、消肿、生肌,损伤所致的咳血、吐血、衄血、以及出血、痈肿、疮毒、烫伤
227,仙鹤草,苦、涩、平,肺、肝、脾,收敛、止血、截疟、解毒、杀虫,咯血、吐血、衄血、尿血、崩漏、疟疾、寒热
228,紫珠,苦、涩、平,肺、肝、胃、大肠,收敛、止血、清热、解毒,吐血、咯血、衄血、出血、尿血、便血、崩漏、皮肤、外伤、出血
229,棕榈皮,苦、涩、平,肺、肝、大肠,收敛、止血,吐血、衄血、便血、崩漏、下血、外伤、出血
230,血余炭,苦、平,肝、肾,止血、消瘀、利尿,瘀血、阻滞、吐血、咯血、衄血、尿血、崩漏、下血、外伤、出血、小便、不利、血淋
231,藕节,甘、涩、平,心、肺、胃,止血、消瘀,咳血、吐血、衄血、尿血、血淋、便血、血痢、崩漏
232,刺猬皮,苦、平,胃、大肠、肾,收敛、止血、固精、缩尿、化瘀、止痛,痔血、脱肛、肠风、下血、衄血、遗精、遗尿、疼痛
233,艾叶,苦、辛、温,肝、脾、肾,止血、散寒除湿止痛、安胎,冷痛、不调、宫冷、不孕、吐血、衄血、崩漏、胎动、不安
234,炮姜,辛、苦、温,脾、肝,止血、温中、止泻,虚寒性崩漏、便血、吐血、衄血；脘腹冷痛、呕吐
235,伏龙肝,辛、温,脾、胃,温中、降逆、止呕、收敛、燥湿,吐血、衄血、便血、崩漏、呕吐、妊娠
236,延胡索,辛、苦、温,肝、脾、心,活血、散瘀、行气、止痛,气滞、血瘀、胸胁脘腹疼痛、经闭、痛经、产后、跌仆、肿痛
237,郁金,辛、苦、寒,心、肝、胆,活血、止痛、行气、解郁、清心、凉血、退黄,疼痛、月经、不调、痛经、经闭、热病、神昏、吐血、衄血、癫狂、黄疸
238,姜黄,辛、苦、温,脾、肝,破血、行气、通经、止痛,胸胁、刺痛、经闭、腹痛、癥瘕、风湿、痹痛、跌打、损伤、痈肿
239,乳香,辛、苦、温,心、肝、脾,活血、止痛、消肿、生肌,心腹肢体疼痛、痛经、产后腹痛、风湿、痹痛、跌打、伤痛、痈疽、肿痛、疮疡
240,没药,苦、辛、平,肝、心、脾,散瘀、止痛、消肿、生肌,心腹、痛经、经闭、风湿、痹痛、跌打、伤痛、痈肿、疮疡
241,五灵脂,苦、甘、温,肝,活血、止痛、化瘀、止血,胸胁、脘腹、刺痛、痛经、经闭、产后血瘀疼痛、瘀血、阻滞、崩漏；
242,石见穿,苦、辛、平,肝、胃、大肠,活血、止痛、清热、利湿、解毒、消肿,血瘀、痛经、赤白、带下、筋骨、疼痛、黄疸痢疾；面神经麻痹、痈肿、瘰疬
243,红花,辛、温,心、肝,活血、通经、散瘀、止痛,经闭、痛经、癥瘕、跌打、损伤、疮疡、肿痛、疼痛
244,桃仁,苦、甘、平,心、肝、大肠,活血、祛瘀、润肠、通便,经闭、痛经、产后腹痛、癥瘕、胸胁、疼痛、跌打、损伤、肺痈、肠痈、便秘
245,茺蔚子,辛、甘、微寒,有小毒,活血、清肝、明目,月经、不调、经闭、痛经、产后腹痛、目赤、肿痛、头痛、头晕
246,泽兰,苦、辛、微温,肝、脾,活血、化瘀、消肿,月经、不调、经闭、痛经、癥瘕、产后腹痛身面、小便、不利
247,牛膝,苦、酸、平,肝、肾,活血、通经、补肝肾、利尿、通淋,月经、不调、癥瘕、眩晕、腰膝、酸痛、小便、不利、吐血、衄血
248,鸡血藤,苦、微甘、温,肝、胃,活血,月经、不调、血虚、风湿、痹痛
249,王不留行,苦、平,肝、胃,活血、通经、下乳、消肿、利尿、通淋,经闭、痛经、乳痈、肿痛、淋证、涩痛、小便、不利
250,凌霄花,酸、寒,肝,活血、凉血、祛风,经闭、癥瘕、跌打、损伤、皮肤、瘙痒、风疹、湿疹
251,虎杖,苦、寒,肝、胆,活血、通络、利湿、退黄、清热、解毒,产后恶露不下、癥瘕、积聚、风湿、痹痛、黄疸、淋浊、带下、跌打、损伤、毒
252,红藤,苦、平,大肠、肝,活血、散瘀、清热、解毒,肠痈、乳痈、风湿、痹痛、经闭、痛经、跌仆、损伤
253,马鞭草,苦、凉,肝、脾,活血、散瘀、利水消肿截疟、解毒,经闭、痛经、癥瘕、积聚、鼓胀、淋证、脚气、黄疸、痢疾、痈肿、疮毒
254,自然铜,辛、平,肝、肾,散瘀、止痛,跌仆、损伤、筋骨、肿痛
255,苏木,甘、咸、平,心、肝,祛瘀、消肿、止痛,经闭、痛经、及刺痛、胸痹、心痛、跌仆、损伤、痈疮、肿痛
256,刘寄奴,苦、辛、微温,心、肝、脾,破血、通经、散瘀、止痛、消食,痛经、经闭、产后腹痛、跌仆、损伤、出血、痈肿、疮毒、烫伤、食积
257,水红花子,咸、微辛、微寒,肝、胃,消瘀、健脾、利湿,食少、腹胀、食积、不消、瘰疬、痰核
258,皂角刺,辛、温,肝、胃,消肿、排脓、祛风、杀虫,痈疽、肿毒、麻风、等
259,莪术,辛、苦、温,肝、脾,破血、行气、消积、止痛,癥瘕、积聚、脘腹、胀痛、不消、血瘀、经闭、产后瘀血腹痛、跌仆、伤痛
260,三棱,辛、苦、平,肝、脾,破血、行气、消积、止痛,癥瘕、血瘀、经闭、痛经、食积、胀痛、胸痹、心痛
261,水蛭,咸、苦、平,有毒,破血、通经,癥瘕、血瘀、经闭、跌打、损伤、中风
262,虻虫,苦、寒,有小毒,破血、散结,血瘀、经闭、产后恶露不尽、证、癥瘕、积聚、跌打、损伤
263,穿山甲,咸、微寒,肝、胃,通经、下乳、活血、散结、消肿、排脓、搜风、通络,经闭、癥瘕、痈肿、瘰疬、痹痛、拘挛
264,蜣螂,咸、寒,有毒,定惊、通便、攻毒,癥瘕、惊痫、噎膈、反胃、腹胀、便秘、疳积、痢疾、血淋、恶疮
265,土鳖虫,咸、寒,有小毒,破血,癥瘕、经闭、产后、跌打、损伤
266,干漆,辛、苦、温,有小毒,通经、杀虫,瘀血、阻滞、经闭、痛经、癥瘕、虫积、腹痛
267,朱砂,甘、微寒,有毒,安神、清热、解毒,心悸、失眠、多梦、癫痫、小儿、惊风、口疮、喉痹、疮疡、肿毒
268,磁石,辛、咸、寒,肝、心、肾,平肝、潜阳、安神、镇惊、明目、纳气,头晕、耳鸣、惊悸、失眠、肾虚
269,龙骨,甘、涩、微寒,心、肝,平肝、潜阳、镇惊、安神、收敛,头晕、心悸、失眠、惊痫、癫狂、自汗、盗汗、遗精、带下、崩漏、泻痢、脱肛、溃疡久不收口
270,琥珀,甘、平,心、肝、膀胱,定惊、安神、活血、散瘀、利尿、通淋,惊风、癫痫、惊悸、失眠、血淋、小便、不利、血瘀、心腹、刺痛
271,龙齿,涩、凉,心、肝,镇惊、安神、除烦,惊痫、癫狂、不安、失眠、多梦、心悸、怔忡
272,紫石英,甘、温,心、肺、肾,安神,心悸、怔忡、失眠、多梦、惊痫、肺虚、咳喘、不孕
273,云母,甘、温,心、肝、脾,安神、祛痰、止泻、止血、敛疮,心悸、失眠、不安、惊痫、眩晕、疟疾、久泻、久痢、带下、出血、痈疽、疮毒
274,珍珠,甘、咸、寒,心、肝,安神、定惊、清肝、明目、解毒、生肌,惊悸、失眠、惊风、癫痫、口疮、咽喉、肿痛、疮疡
275,蛇含石,甘、寒,心包、肝,镇惊、安神、止血,心悸、失眠、惊痫、抽搐、肠风、血痢、疼痛
276,酸枣仁,甘、涩、微寒,心、肝,平肝、潜阳、安神、收敛,心悸、怔忡、失眠健忘；多汗
277,柏子仁,甘、平,心、肾、大肠,安神、润肠、通便,失眠、心悸、怔忡、盗汗、便秘
278,合欢皮,甘、平,心、肝,安神、解郁、活血、消肿,失眠、肺痈
279,远志,苦、辛、温,心、肺,安神、祛痰、消痈、散结,不安、惊悸、失眠、健忘、多梦、疮疡、肿毒、肿痛
280,茯神,甘、淡、平,心,安神、利水,惊悸、怔忡、失眠、健忘、惊痫、眩晕、小便、不利
281,夜交藤,甘、微苦、平,心、肝,安神、祛风、通络,失眠、多梦、心悸、怔忡、血虚肢体酸痛、麻木、瘙痒
282,秫米,甘、微寒,肺、大肠,和胃安神,脾胃、虚弱、不安
283,人参,甘、微苦、微温,脾、肺,益气、健脾、生津、润肺,脾胃、虚弱、食少、病后、自汗、口渴
284,西洋参,苦、微甘、寒,心、肺、肾,养阴、清热、生津,内热、咳喘、消渴
285,党参,甘、平,脾、肺,益气、生津,脾胃、虚弱、无力、食少、口渴、久泻、脱肛
286,太子参,甘、微苦、平,脾、肺,益气、健脾、生津、润肺,脾胃、虚弱、食少、病后、自汗、口渴
287,黄芪,甘、微温,脾、肺,生肌、利水、消肿,自汗
288,白术,苦、甘、温,脾、胃,健脾、益气、燥湿、利水、安胎,脾虚食少、腹胀、泄泻、痰饮、水肿、自汗、胎动、不安
289,山药,甘、平,脾、肺、肾,生津、补肾,脾虚、食少、便溏、久泻、肺虚、喘咳、肾虚、遗精、带下、尿频、消渴
290,扁豆,甘、淡、平,脾、胃,健脾、和中、化湿,脾虚、肢体、食少、便溏、暑湿、吐泻、赤白、带下、小儿、疳积
291,甘草,甘、平,心、肺、脾、胃,益气、清热、解毒、祛痰、止咳、止痛,脾胃、虚弱、心悸、咳嗽、痰多、脘腹
292,大枣,甘、温,脾、胃,益气、养血、安神,脾虚、食少、便溏
293,刺五加,辛、微苦、温,脾、肾、心,益气、健脾、补肾、安神,食欲不振、心悸、失眠、阳痿、腰膝、酸软、风湿、痹痛
294,灵芝草,甘、微苦、平,心、脾、肺,益气、健脾、安神、止咳,虚劳、食欲不振、心悸、怔忡、失眠、健忘、肺虚咳喘；冠心病心绞痛、及症
295,当归,甘、辛、温,肝、心、脾,活血、止痛、润肠、通便,血虚、眩晕、心悸、月经、不调、经闭、痛经
296,熟地黄,甘、温,肝、肾,滋阴(尤其是肾阴)、益精,肾虚、头晕、遗精、崩漏
297,何首乌,苦甘涩、微温,肝、肾,解毒、消痈、润肠、通便,风疹、瘙痒、肠燥、便秘
298,白芍,苦、酸、微寒,肝、脾,养血、止痛、平肝,月经、不调、痛经、崩漏、胁痛、腹痛
299,阿胶,甘、平,肺、肝、肾,滋阴、润燥、止血,血虚、眩晕、心悸、心烦、咳嗽
300,龙眼肉,甘、温,心、脾,养血、安神,心悸、怔忡、健忘、失眠、血虚
301,乌骨鸡,甘、平,肝、肾,养血,虚劳、骨蒸、消渴、脾虚、滑泄、带下
302,木耳,甘、平,肝、胃、大肠,益气、凉血、止血,咯血、吐血、肠风、痔血、血痢、崩漏
303,北沙参,甘、微苦、微寒,肺、胃,养阴、清肺、益胃、生津,肺热、燥咳、劳嗽、咯血、热病、食少
304,南沙参,甘、微寒,肺、胃,养阴、清肺、化痰、止咳、益胃、生津,肺热、燥咳、阴虚、劳嗽
305,麦门冬,甘、微苦、寒,肺、肾,滋阴、润肺、益胃、生津、清心、除烦,肺痈、阴虚、劳嗽、口渴、消渴、心烦、失眠、咽喉、疼痛、肠燥、便秘、血热、吐衄
306,天冬,甘、苦、寒,肺、肾,滋阴、润燥、清肺,燥咳、阴虚、发热、劳嗽、咯血、热病、消渴、便秘
307,石斛,甘、微寒,胃、肺、肾,益胃、生津、滋阴,热病、烦渴病后、食少、咳嗽
308,玉竹,甘、微寒,肺、胃,养阴、润肺、益胃、生津,咳嗽、口渴、内热、消渴、阴虚、外感、心烦、口渴
309,黄精,甘、平,脾、肺、肾,健脾、益气、滋阴、润肺,脾胃、虚弱、食少、肺虚、燥咳、劳嗽、咳血、内热、消渴
310,百合,甘、寒,心、肺,养阴、润肺、清心、安神,阴虚、燥咳、劳嗽、咳血、惊悸、失眠、多梦
311,枸杞子,甘、平,肝、肾、肺,益精、明目,虚劳、腰膝、酸痛、眩晕、耳鸣、内热、消渴、血虚
312,桑椹,甘、寒,肝、肾,补益肝肾、养血、祛风,眩晕、失眠、耳鸣、须发早白、口渴、肠燥、便秘
313,墨旱莲,甘、酸、寒,肝、肾,凉血、止血,肝肾阴虚眩晕耳鸣、腰膝、酸软、须发早白、吐血、衄血、尿血、血痢、崩漏、下血、外伤、出血
314,女贞子,甘、苦、凉,肝、肾,补益肝肾、清热、明目,阴虚、内热、眩晕、耳鸣、腰膝、酸软、须发早白
315,龟甲,咸、甘、微寒,肝、肾、心,滋阴、潜阳、养血,阴虚、骨蒸、盗汗、头晕、筋骨、健忘、崩漏
316,鳖甲,咸、微寒,肝,滋阴、潜阳、软坚、散结,阴虚、发热、骨蒸、劳热、阴虚、头晕、经闭、癥瘕
317,明党参,甘、微苦、微寒,肺、胃,清肺、化痰、和胃、止呕、平肝、解毒,咳嗽、眩晕、呕吐、目赤、疮疡
318,楮实,甘、寒,肝、肾,明目、利水,腰膝、酸软、虚劳、骨蒸
319,蛤什蟆油,甘、咸、平,肺、肾,补肾、益精、润肺、养阴,产后、虚弱、盗汗、失眠、吐血
320,鹿茸,甘、咸、温,肝、肾,,肾虚、头晕、阳痿、遗精、腰膝、虚寒带下及
321,鹿角胶,甘、咸、温,肾、肝,益精、养血、止血,阳痿、滑精、腰膝、虚劳、崩漏、下血、便血、尿血、阴疽、肿痛
322,巴戟天,辛、甘、微温,肾、肝,强筋骨、祛风湿,阳痿、遗精、腰膝、酸软、筋骨、宫冷、不孕、月经、不调、冷痛、尿频、带下、风湿、痹痛
323,肉苁蓉,甘、咸、温,肾、大肠,润肠、通便,阳痿、不孕、腰膝、酸软、筋骨、无力、肠燥、便秘
324,仙茅,辛、热,有毒,强筋骨,阳痿、遗精、滑泄、尿频、遗尿、腰膝、酸痛、风寒、湿痹、脘腹、冷痛、食少
325,淫羊藿,辛、甘、温,肝、肾,补肾、助阳、祛风、除湿,阳痿、遗精、筋骨、风湿、痹痛、麻木、拘挛
326,胡芦巴,苦、温,肾、肝,阳,冷痛、疝气、寒湿、脚气
327,杜仲,甘、温,肝、肾,补肝肾、强筋骨、安胎,腰膝、酸痛、筋骨、无力、耳鸣、眩晕、阳痿、尿频、胎动、不安、妊娠、下血
328,续断,苦、辛、微温,肝、肾,补肝肾、脉,腰膝、酸软、筋骨、无力、遗精、崩漏、下血、风湿、痹痛、跌仆、损伤
329,狗脊,苦、甘、温,肝、肾,补肝肾、祛风湿,酸软、无力、小便、遗精、带下、风湿、痹痛
330,骨碎补,苦、温,肝、肾,补肾、止痛,肾虚、腰痛、疼痛、出血、耳鸣
331,补骨脂,辛、苦、温,肾、脾,壮阳、固精、缩尿、纳气、止泻,腰膝、冷痛、阳痿、遗精、尿频、遗尿、泄泻
332,冬虫夏草,甘、温,肺、肾,补肾、止血、化痰,肺虚咳血、肾虚阳痿
333,蛤蚧,咸、平,肺、肾,纳气、助阳、益精,劳嗽、咳血、阳痿、遗精、小便
334,胡桃仁,甘、温,肾、肺、大肠,补肾、纳气、润肠、通便,阳痿、遗精、腰膝、酸痛、劳嗽、肠燥、便秘
335,紫河车,甘、咸、温,肺、肝、肾,养血、益精,咳血、劳热、骨蒸、遗精
336,菟丝子,辛、甘、微温,肝、肾,补肾、固精、明目、健脾、止泻,腰膝、酸软、阳痿、遗精、尿频、胎动、不安、耳鸣、便溏、消渴
337,沙苑子,甘、温,肝、肾,补肾、固精、明目,肾虚、腰痛、遗精、滑泄、白浊、带下、小便、眩晕
338,锁阳,甘、温,肝、肾、大肠,补肾、壮阳、润肠、通便,阳痿、滑精、不孕、腰膝、肠燥、便秘
339,海狗肾,咸、热,肾,壮阳、益精,阳痿、腰膝、癥瘕、心腹、冷痛
340,韭子,辛、甘、温,肝、肾,补肝肾、壮阳、固精,阳痿、遗精、尿频、遗尿、腰膝
341,阳起石,咸、温,肾,,虚寒、腰膝、阳痿、遗精、宫冷、不孕、带下、癥瘕
342,雪莲花,甘、微苦、温,肝、脾、肾,补肾、壮阳、止血,肾虚、阳痿、腰膝、月经、不调、崩漏、带下、风湿、痹痛、外伤、出血
343,海龙,甘、咸、温,肝、肾,补肾、壮阳、散结,阳痿、遗精、癥瘕、积聚、肾虚、咳喘、瘰疬、；痈肿疔疮
344,海马,甘、咸、温,肝、肾,壮阳、散结、消肿,阳痿、遗精、肾虚、尿频、遗尿、癥瘕、积聚、；痈肿疔疮
345,鹿衔草,甘、苦、温,肝、肾,祛风、除湿、止血,风湿、痹痛、筋骨、酸软、腰膝、无力、虚劳、咯血、月经
346,麝香,辛、温,心、脾,开窍、活血、散结、止痛,中风、痰厥、惊痫、心腹、跌打、损伤、痈疽、肿毒
347,冰片,辛、苦、微寒,心、脾、肺,开窍、清热、止痛,热病、神昏、痰厥、中恶昏迷、疮疡、肿毒、目赤、肿痛、口疮、喉痹
348,苏合香,辛、温,心、脾,开窍、辟秽、豁痰、止痛,中风、痰厥、中恶昏迷、惊痫、脘腹、冷痛、胸痹、心痛
349,石菖蒲,辛、苦、温,心、胃,开窍、豁痰、化湿、和胃,癫狂、痰厥、热病、神昏、健忘、脘腹
350,安息香,辛、苦、温,心、肝、脾,开窍、辟秽、豁痰、行气、活血、止痛,中风、痰厥、中恶昏迷、猝然惊痫昏迷、心腹、疼痛、产后、风痹腰痛等
351,樟脑,辛、热,有小毒,辟秽、杀虫、止痛,中恶猝然昏倒、热病、神昏、寒湿、心腹、胀痛、脚气；疮疡疥癣、牙痛、跌打、损伤
352,蟾酥,辛、凉、有毒,心、肝、脾、肺,解毒散结；消积利水；杀虫,痢疽；疔疮；；瘰疬；恶疮；症瘕癖积；膨胀；水肿；小儿疳积；破伤风；慢性咳喘
353,天南星,苦、辛、温,有毒,燥湿、化痰、祛风、止痉、散结、消肿,咳嗽、眩晕、中风
354,白附子,辛、甘温,有毒,燥湿、化痰、祛风、止痉、解毒、散结,中风、痰厥、头痛、头痛
355,白芥子,辛、温,肺,祛痰、散结、通络、止痛,咳喘、胁痛、肢体痹痛麻木、阴疽、肿毒
356,皂荚,辛、温,有小毒,祛痰、止咳、开窍、消肿、杀虫,咳喘、喉痹、中风、癫痫、便秘及痈肿
357,旋覆花,苦、辛、咸、微温,肺、脾、胃、大肠,消痰、止呕,咳喘、痰多、痞满、呕吐、噫气
358,白前,辛、甘、微温,肺,祛痰止咳,咳嗽、痰多
359,石决明,咸、寒,肝,平肝、潜阳、清热、明目,头痛、眩晕、耳鸣、目赤、肿痛
360,珍珠母,咸、寒,肝、心,平肝、潜阳、清肝、明目,头痛、眩晕、失眠、癫狂、惊痫
361,牡蛎,咸、寒,肝、肾,安神、平肝、潜阳、软坚、散结、收敛,惊悸、失眠、眩晕、耳鸣
362,紫贝齿,咸、平,肝,镇惊、安神、清肝、明目,惊痫、抽搐、心烦、眩晕、头痛
363,代赭石,苦、寒,肝、心,平肝、潜阳、降逆、止血,头痛、眩晕、耳鸣、呕吐、噫气、呃逆、吐血、衄血、崩漏、下血
364,决明子,苦、甘、咸、微寒,肝、大肠,清肝、明目、润肠、通便,头痛、眩晕、目赤、肿痛、大便
365,刺蒺藜,苦、辛、平,肝,平肝、解郁、疏散、风热、活血、明目、止痒,头痛、眩晕、胸胁、胀痛
366,罗布麻,苦、甘、凉,肝、心,平肝、清热、利尿,之眩晕头痛、失眠、咳嗽、水肿、小便、不利、病
367,穞豆衣,甘、平,肝、肾,养血、平肝,血虚、头晕头痛、阴虚
368,羚羊角,咸、寒,肝、心,平肝、息风、清肝、明目、清热、解毒,肝风内动、惊痫、抽搐、妊娠、癫痫、头痛、眩晕、目赤、发斑、痈肿、疮毒
369,山羊角,咸、微寒,肝,平肝、镇惊、清热、化瘀,眩晕、头痛、小儿惊风抽搐、目赤、腹痛
370,钩藤,甘、微寒,肝、心包,清热、平肝、定惊,头痛、眩晕、惊痫、抽搐、妊娠、病
371,天麻,甘、平,肝,息风、止痉、平肝、潜阳,肝风内动、惊痫、抽搐、眩晕、头痛、风湿、痹痛、肢体、麻木、不遂、小儿惊痫动风
372,地龙,咸、寒,肝、脾、膀胱,清热、息风、通络、利尿,惊痫、抽搐、肺热、喘咳、痹痛、不遂、疮疡、肿毒
373,全蝎,辛、平,有毒,止痉、攻毒、散结、通络、止痛,小儿、惊风、抽搐、中风、不遂
374,蜈蚣,辛、平；有毒,肝,息风、止痉、解毒、散结、通络、止痛,肝风内动、抽搐、小儿、惊风、不遂、破伤风、风湿、头痛
375,白僵蚕,咸、辛、平,肝、肺,止痉、祛风、止痛、化痰、散结,惊痫、抽搐、中风、头痛、咽痛、喉痹、瘰疬、痰核、皮肤、瘙痒
376,玳瑁,甘、咸、寒,心、肝,平肝、定惊、清热、解毒,热病惊狂、惊风、抽搐、中风、眩晕、痈肿、疔疮
377,马宝,甘、咸、微苦、凉,心、肝,镇惊、化痰、清热、解毒,小儿惊痫抽搐、癫狂、神昏、心烦、失眠、咳嗽、恶疮、肿毒
378,壁虎,咸、寒,有小毒,祛风、定惊、散结、解毒,风湿剧痛、中风手足不遂、破伤风、惊痫、瘰疬、恶疮
379,蛇蜕,甘、咸、平,肝,祛风、止痉、明目、杀虫、解毒,惊痫、破伤风、喉痹、肿痛、疥癣、瘙痒
380,麻黄根,甘、平,心、肺,,自汗、盗汗、证
381,浮小麦,甘、凉,心,益气,骨蒸、劳热、自汗、盗汗
382,糯稻根,甘、平,肺、胃,敛汗、退、益胃、生津,自汗、阴虚、盗汗、胃弱等
383,五味子,酸、温,肺、肾、心,敛肺、生津、敛汗、涩精、止泻、安神,肺虚、喘咳、自汗、盗汗、滑精、久泻、久痢
384,五倍子,酸、涩、寒,肺、大肠、肾,敛肺、涩肠、固精、敛汗、生津、止血、敛疮,肺虚、肺热、久泻、久痢、遗精、滑泄、盗汗
385,罂粟壳,酸、涩、平,有小毒,敛肺、涩肠、固精、止痛,久泻、久痢、脱肛、便血、崩漏、带下、遗精、滑泄、心腹等
386,诃子,苦、酸、涩、平,肺、大肠,涩肠、敛肺、利咽,久泻、久痢、便血、脱肛、肺虚、喘咳、咽痛
387,石榴皮,酸、涩、温,大肠、胃,涩肠、止泻、杀虫、收敛、止血,久泻、久痢、虫积、腹痛、崩漏、便血
388,肉豆蔻,辛、温,脾、胃、大肠,温中、行气、涩肠、止泻,久泻、久痢、脘腹、胀痛、食少、呕吐、食积、不消
389,赤石脂,甘、酸、涩、温,胃、大肠,涩肠、止血、生肌、敛疮,久泻、久痢、大便、出血、崩漏、带下
390,禹余粮,甘、涩、平,脾、胃、大肠,涩肠、止泻、收敛、止血、止带,久泻、久痢、便血、崩漏、带下
391,山茱萸,酸、涩、微温,肝、肾,补益肝肾、收敛,眩晕、耳鸣、腰膝、酸痛、阳痿、遗精、遗尿、尿频、崩漏、带下
392,覆盆子,酸、涩、平,肾、膀胱,补肾、固精、缩尿、明目,肾虚、遗尿、尿频、阳痿、遗精、滑精
393,金樱子,酸、涩、平,肾、膀胱、大肠,固精、缩尿、涩肠、止泻,遗精、滑精、遗尿、尿频、崩漏、带下、久泻、久痢、脱肛、子宫脱垂
394,芡实,甘、涩、平,脾、肾,固精、止泻、止带,滑精、遗尿、尿频、脾虚、久泻、白浊、带下
395,莲须,甘、涩、平,心、肾,涩精,滑泄、尿频、遗尿、带下
396,益智仁,辛、温,脾、肾,温脾止泻摄唾、固精缩尿,泄泻、冷痛、肾虚、遗尿、小便、遗精、白浊
397,桑螵蛸,甘、咸、平,肝、肾,补肾、助阳、固精、缩尿,遗精、滑精、遗尿、尿频、小便、白浊
